dimension_0,dimension_1
-9.661724415645907,10.424148136183987
-2.5056555934291085,-4.13509071833608
-41.68631663716382,24.913764413825184
11.268517958536863,-27.110051685209122
9.529322445851045,-4.874307211693906
21.240106047941065,-0.09017878174382854
23.26066696911104,21.75153090025222
-33.80745270572191,-9.057083440784622
3.507893870270589,-7.7550014539520715
9.472204149098294,-27.24074491998778
-12.133934766001595,31.561662251226185
-7.936700947034265,-15.206930633169547
30.827984336543317,-0.5584845077948495
7.49134365258964,-12.325787909111876
4.553123550891847,13.616427681517656
1.735033091684501,-6.512513946294256
0.9579372801005039,-21.469618189319164
45.74147042874442,-15.307641677987114
24.2285080181351,22.338751149113378
-9.896110127712882,22.624708072406925
-36.043831242098264,-8.87050313425297
29.14557265238998,-3.6460935111836497
7.153336024810218,1.8614032533622997
-13.357492348760402,-8.786417851579445
10.197730125388965,14.537026889695051
-8.484578011996302,-38.14007184344852
-1.5712096940238869,51.53203013549057
2.1454618231815257,3.888126940782865
-8.747396552412681,14.123028970253607
9.668157945912478,-19.063726522177483
-22.723406903481344,4.196258275490427
7.194130628687439,-17.925378489819643
-3.4403878842148345,21.28678990954905
3.3621415252864373,-25.525947658624712
-28.93880111981225,-12.550468383475998
-5.155299360890946,-30.298332979994864
6.06501543463844,31.884328781212645
5.311708329371662,36.98216627601822
8.48361023657051,-19.596734023584034
27.173009102170234,36.01890437547206
30.282453169374328,28.336222447365223
-4.119896697740443,-2.866083409530871
-9.837419098020856,37.20175503505415
35.438589383323304,-19.973241665087162
28.461317448604845,4.802719580062056
-15.03783116184173,-13.39242618912592
2.0358408455627557,24.463102061188646
-24.532709226137904,25.708955760874808
-1.8699109663433426,4.493195872987065
4.143214388624851,-11.389704536640009
-12.402076544923684,23.911309017881116
-3.3576204035980526,-5.8709523083275
5.276639061234819,26.051189657226868
-1.1249895230726106,-3.2034130380422505
12.00598946701266,-6.901722604962779
-8.746406225693857,-2.7688492513880454
-0.6272590087351716,49.91854411134555
7.1943224849288985,42.052296413356046
-0.5530903248531054,10.615413585368596
8.246598671891299,-12.487916987110095
13.163255504410516,-25.625892122217614
21.069085094172305,21.573866350556862
6.540614986138216,-14.602422316754428
-17.695751271891957,0.911056479513418
-13.738193945047655,-0.6071494518942908
11.184513955835394,21.03502406411653
30.159789746642666,29.066983062775567
-6.263185598119621,-5.76247350236066
-11.084121267699707,-9.303207670512743
3.308719352098404,26.77187145010474
51.94241962690937,-26.080418229470116
13.61317347548422,-23.361289866466016
31.161677656174668,-11.509264696783578
11.868769801440635,11.031835171607344
