dimension_0,dimension_1,label
-2.9221141623924574,16.548194093806487,1
19.095098908355837,-12.152778397260333,0
16.71757407137012,-8.33270089230787,0
-27.364846894655717,-22.49249552855583,1
19.76808577676255,32.63943129284514,0
1.7617543798029187,-2.080593431197906,0
31.942727053158254,15.46499397153814,0
0.2121317659797427,-26.89605027297647,0
2.2797889186469265,-1.5651171643573056,0
8.003762674775336,10.76970496472486,0
0.929402604553792,-4.630831561800614,0
14.510035450077527,30.77195048890637,0
-6.223607088940131,24.08913429528013,1
-10.760056046015691,-0.3318722206281552,1
-37.01072847654882,21.6755233612062,1
-31.142760641417624,1.2990608998929432,1
6.224584392559525,11.753922453775967,0
-33.48984907974318,26.97248763167837,1
-1.6610335978540791,-7.515640258633579,1
1.736806208915476,2.0219391987770976,0
-16.936040313651688,-14.444418697324334,1
-15.817855600409258,-8.88356726474621,1
8.835113331683429,-19.10698947701797,0
18.06110051895744,-9.460433257527752,0
-24.97230992023065,-0.1557078113504293,1
24.63565128952676,-1.3620481311985024,0
17.592540865054872,-22.307532520017617,0
16.79360674475625,42.99398266651549,0
-8.263993674721522,18.916035983345346,1
-2.752242419579643,26.275140760541262,1
-1.5891805593295183,19.762989287710496,1
47.057978685220334,-35.23864140485796,0
-5.869747298010307,9.023433986847277,1
-7.819637659296649,-1.964264478064204,1
22.49007613513138,26.464255219543663,0
5.233564047013371,-4.724055290128249,0
24.88239865546688,-66.56997472171297,0
11.794858985604408,26.969655526697103,0
-21.98186239979596,-51.45673709967552,1
23.28287988108641,16.222670233507074,0
-3.996347313044843,2.3037887943697117,1
7.1060737568499,-22.961567824605595,0
-4.783069011272357,-2.712114853755984,1
-3.4075332046222773,30.27359574779107,1
-10.38984008075293,23.71270394023924,1
-12.008956549094288,-17.447326099508658,1
1.8043327619565952,-30.912308855105746,0
-3.839154208509656,-1.126998323443362,1
8.696002841862343,-12.865303327324972,0
23.483918713521174,40.51768749958228,0
-8.159868485994641,-1.7502371160300658,1
15.35567328369826,33.39630129388363,0
37.64036785791304,6.041751193400193,0
-2.874232285955056,-27.932125256089478,0
-5.654162200735856,-43.78413018778531,0
18.615351305144607,-29.76228596213709,0
19.61921968403528,-10.627840605723735,0
-18.10215949005133,-6.901974251006489,1
5.9963066217863945,18.000692136581627,1
0.1206266353490675,-34.06861342425177,0
-4.51813198611532,3.5264105456730706,1
-18.856028892093903,-42.47812863977517,1
-11.907280779098034,37.63862974000326,1
8.924179407769019,21.291561806343463,0
8.131108811274881,10.187593428324885,0
15.444970106000913,-22.824802786628982,0
3.573024482446509,31.228755459557924,1
3.0879393106394977,-41.71873418717863,0
1.7428612698826076,5.449329687749449,0
33.43941831479971,18.96282509870336,0
-5.391161355109405,-2.889307341391949,0
-1.3754794423420886,15.959677071336976,1
-3.469684389477053,-4.796729654700896,1
0.5075920606769132,-7.812604144809889,0
-4.066819986673185,9.889738007787486,1
39.10530311001979,20.828342713831223,0
-25.61887882484955,7.881456995011021,1
-15.67515815626999,-20.75757077632873,1
-17.641505839989136,-26.02388379138462,1
2.2050779855813114,2.719253891231192,0
-25.792915030836475,11.822866664425495,1
26.676979046673143,-29.226958415492422,0
26.21726488902956,-10.231442069026713,0
30.394470837299966,18.289178396259512,0
-17.35475256343149,-10.101320753835475,1
2.1679481366512734,10.654355215347085,0
-20.208746377385896,13.85813778898522,1
20.80494152521566,-36.763448690256006,0
18.088871615441107,-5.611055781654729,0
-14.264881257867806,-3.5148853049527133,1
16.87570729081852,-5.843251278118262,0
30.945440446101667,6.491644272383471,0
18.21660146482324,3.7011633769783994,0
-18.250650364646933,5.4412276172970415,1
12.9700268400797,14.002849594249536,0
7.6075825341269585,-1.6661275282161907,0
2.883114812348776,-10.783516690277256,0
10.244363634959887,-29.800469945571717,0
-8.07995156582333,-22.84020224974811,1
-22.480975228982903,-4.3551826079787,1
17.22369604445027,-4.074328685557145,0
-20.282672911492675,-11.280777959436175,1
3.507311189482048,11.536180276864773,0
4.161646151206456,-8.83935285021326,0
-4.473562077426067,14.271752966121785,1
3.0238166229218044,23.478827271866884,1
23.884711902671505,21.87461394192589,0
-3.4393059161755413,-4.210896619492886,1
-29.7975497170484,-11.38180768517234,1
30.78726009304841,-12.325482372334555,0
-4.099640740873552,8.530522659468787,1
-31.92405761594992,34.11629631164364,1
40.9184186178673,-23.087047996663568,0
28.770109476034783,-43.26892776480692,0
6.777680637596387,-5.304803410223567,0
-25.908072007816347,-15.22554314412587,1
-14.557780961604308,-8.269651094567035,1
24.06075572154556,-6.795618436076863,0
-35.19105363207102,2.522227888624741,1
46.54331507276708,-17.341009080191945,0
-3.5779702863775427,24.263420711854863,1
-17.91026294829595,23.738552453015608,1
0.6632797293132143,13.963631258957935,1
4.086329700002268,8.247423554967408,0
27.651182892329786,36.19410832285386,0
4.646146187357372,7.171250587243209,0
8.349980224062891,13.092554916376978,0
35.994316491156695,-3.093066304952697,0
2.086815788092114,-17.923585373495563,0
5.790217617304733,-14.118158028420604,0
-2.520033826971788,-12.339850462337674,1
19.819801335674185,-15.416989909013534,0
25.483580273277408,5.00234038559339,0
18.63055644144209,-20.1991756280248,0
