dimension_0,dimension_1
-2.9221141623924574,16.548194093806487
19.095098908355833,-12.152778397260331
16.71757407137012,-8.33270089230787
-27.364846894655713,-22.49249552855583
19.76808577676255,32.63943129284514
1.7617543798029187,-2.0805934311979066
31.942727053158258,15.464993971538139
0.21213176597974276,-26.89605027297647
2.2797889186469265,-1.5651171643573056
8.003762674775336,10.769704964724859
0.929402604553792,-4.630831561800614
14.510035450077527,30.77195048890637
-6.223607088940131,24.08913429528013
-10.760056046015693,-0.33187222062815525
-37.01072847654882,21.6755233612062
-31.142760641417624,1.2990608998929432
6.224584392559525,11.753922453775969
-33.48984907974318,26.97248763167837
-1.6610335978540791,-7.515640258633579
1.736806208915476,2.0219391987770976
-16.936040313651688,-14.444418697324334
-15.817855600409258,-8.88356726474621
8.835113331683429,-19.10698947701797
18.061100518957442,-9.460433257527752
-24.97230992023065,-0.15570781135042933
24.635651289526756,-1.3620481311985024
17.592540865054872,-22.307532520017617
16.79360674475625,42.99398266651549
-8.263993674721522,18.916035983345342
-2.752242419579643,26.275140760541262
-1.5891805593295183,19.762989287710496
47.057978685220334,-35.23864140485796
-5.869747298010307,9.023433986847277
-7.819637659296649,-1.9642644780642038
22.49007613513138,26.464255219543666
5.233564047013371,-4.724055290128249
24.88239865546688,-66.56997472171297
11.794858985604407,26.969655526697103
-21.981862399795958,-51.45673709967552
23.28287988108641,16.222670233507074
-3.996347313044843,2.3037887943697113
7.1060737568499,-22.961567824605595
-4.783069011272357,-2.712114853755984
-3.4075332046222773,30.27359574779107
-10.38984008075293,23.712703940239237
-12.008956549094288,-17.447326099508658
1.8043327619565952,-30.912308855105746
-3.839154208509656,-1.126998323443362
8.696002841862343,-12.865303327324973
23.483918713521174,40.51768749958228
-8.159868485994641,-1.7502371160300658
15.355673283698259,33.39630129388363
37.64036785791304,6.041751193400193
-2.8742322859550558,-27.932125256089474
-5.654162200735856,-43.78413018778531
18.615351305144607,-29.762285962137092
19.61921968403528,-10.627840605723737
-18.10215949005133,-6.901974251006489
5.9963066217863945,18.000692136581627
0.12062663534906759,-34.06861342425177
-4.5181319861153195,3.5264105456730706
-18.856028892093903,-42.478128639775164
-11.907280779098034,37.63862974000326
8.924179407769019,21.291561806343463
8.131108811274881,10.187593428324885
15.444970106000913,-22.824802786628986
3.573024482446509,31.228755459557924
3.0879393106394977,-41.718734187178626
1.7428612698826076,5.449329687749449
33.43941831479971,18.962825098703362
-5.391161355109405,-2.8893073413919486
-1.3754794423420886,15.959677071336976
-3.469684389477053,-4.796729654700896
0.5075920606769132,-7.812604144809889
-4.066819986673185,9.889738007787486
39.10530311001979,20.828342713831223
-25.61887882484955,7.881456995011021
-15.67515815626999,-20.757570776328734
-17.641505839989136,-26.02388379138462
2.2050779855813114,2.719253891231192
-25.792915030836475,11.822866664425497
26.676979046673146,-29.226958415492426
26.217264889029558,-10.231442069026713
30.394470837299966,18.289178396259512
-17.35475256343149,-10.101320753835477
2.1679481366512734,10.654355215347085
-20.208746377385896,13.858137788985221
20.80494152521566,-36.763448690256006
18.088871615441107,-5.611055781654729
-14.264881257867806,-3.5148853049527133
16.87570729081852,-5.843251278118262
30.945440446101667,6.491644272383471
18.216601464823242,3.7011633769783985
-18.250650364646933,5.4412276172970415
12.9700268400797,14.002849594249536
7.6075825341269585,-1.6661275282161907
2.8831148123487758,-10.783516690277256
10.244363634959889,-29.800469945571713
-8.07995156582333,-22.84020224974811
-22.480975228982906,-4.3551826079787
17.22369604445027,-4.074328685557145
-20.282672911492675,-11.280777959436177
3.507311189482048,11.536180276864773
4.1616461512064555,-8.83935285021326
-4.473562077426067,14.271752966121783
3.0238166229218044,23.478827271866884
23.884711902671505,21.87461394192589
-3.4393059161755413,-4.210896619492886
-29.797549717048398,-11.38180768517234
30.78726009304841,-12.325482372334555
-4.099640740873552,8.530522659468787
-31.92405761594992,34.11629631164364
40.9184186178673,-23.087047996663568
28.770109476034786,-43.26892776480692
6.777680637596387,-5.304803410223567
-25.908072007816347,-15.22554314412587
-14.557780961604308,-8.269651094567035
24.06075572154556,-6.795618436076863
-35.19105363207102,2.522227888624741
46.54331507276708,-17.341009080191945
-3.5779702863775427,24.263420711854863
-17.91026294829595,23.738552453015608
0.6632797293132143,13.963631258957935
4.086329700002268,8.247423554967408
27.651182892329786,36.194108322853864
4.646146187357372,7.171250587243209
8.349980224062891,13.092554916376978
35.994316491156695,-3.093066304952697
2.086815788092114,-17.923585373495563
5.790217617304733,-14.118158028420604
-2.520033826971788,-12.339850462337674
19.819801335674182,-15.416989909013534
25.483580273277408,5.00234038559339
18.63055644144209,-20.1991756280248
-14.647650674109602,-15.845098585857968
9.83977508158317,-14.545472605669406
31.003434742366984,-33.09409792681357
10.094256979172002,-6.652807383456291
5.346152248668661,14.669678529040295
-11.517700727708934,-11.03505808305095
3.9755817086915517,-34.86628691772175
-27.862187791342002,9.345758608168513
20.965498966725278,30.869294608299953
-16.770877436968362,-18.060210819447523
-7.3862993046531775,-2.1362749552749203
-9.013105546401869,-7.803929979387014
-1.626459151533881,-16.668651293634046
4.437683330289913,4.061693945627656
19.15929181818737,-0.48047420123565276
1.2816197366485191,4.377676415719036
8.628952619176863,10.174835409035918
-21.42419579177162,32.47207241742921
-13.004803740636813,-3.3581347141411007
-40.438945332805446,-24.72236819163161
2.49617851532859,-1.9363254984133513
-3.2630049846733042,-19.427937347031357
-11.495871448258214,3.716385062869809
0.8807116537403892,-4.32192590339634
4.786566465065757,12.723619518935498
-1.8739851165379022,9.356462861052414
-21.915476466293285,-16.802051974372084
50.367108431003004,-31.708379308172017
2.4754998781837942,11.18837585061608
5.885928765337233,3.914307132010637
11.63981951073712,-6.926509527541615
-1.8512442776605726,-8.484165681531522
-37.85244598413111,-4.839364021635287
18.207144106491498,0.575525813921777
0.1438312113488434,21.62371155260479
13.0293695589494,-2.6769450858054196
7.040956653372506,-16.739908627055158
42.14890861773058,11.406307816563828
-3.7834479957438067,6.601369393969766
71.5122354447154,21.035690264826815
-5.1513171299797325,-15.473945736216523
-0.6955593931015003,-0.7080109347885188
-6.920581176150763,16.01660917691054
23.99935219402056,10.274857489557297
-16.3768939832542,-35.95430056720681
42.04765644951206,35.80307073959908
7.124467766412708,-20.14229865826234
6.516117076751879,33.272836673491256
14.126986705645228,-1.1138162515480625
-1.64877296822277,-57.79945695973979
47.187633296296724,10.130875478306415
-23.786633281407692,-12.830136282071514
4.336494066652868,-4.9908304931737755
17.827378489740383,9.358031009848801
-19.176532617698005,-20.57432692986902
-15.775465975674479,-15.986852626558377
-27.663922859511032,-59.137699123701125
-3.1035053844648437,7.149062001447785
2.3770909969494296,-11.526733444814221
-11.990557214256052,-7.073354975100825
-2.164292157176807,-1.4797456585706077
17.65613805950574,-16.675823501973447
